Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	17	0	0.00634350086	-605.657257	-605.657257	-605.657257	-605.657257	0	0	0	0	0	0	0	3
2	24	0	0.0126870017	-25.399003	-315.52813	-605.657257	-25.399003	290.129127	0	0	0	0	0	0	3
3	31	0	0.0190305026	2.79418735	-209.420691	-605.657257	2.79418735	396.236566	0	0	0	0	0	0	3
4	38	0	0.0253740034	-1.8408875	-157.52574	-605.657257	2.79418735	448.131517	0	0	0	0	0	0	3
5	44	0	0.0317175043	0.150103258	-125.990571	-605.657257	2.79418735	479.666685	0	0	0	0	0	0	3
6	50	0	0.0380610052	-1.09523094	-105.174681	-605.657257	2.79418735	500.482576	0	0	0	0	0	0	3
7	56	0	0.044404506	-0.59577253	-90.2348372	-605.657257	2.79418735	515.42242	0	0	0	0	0	0	3
8	61	0	0.0507480069	-0.978493996	-79.0777943	-605.657257	2.79418735	526.579463	0	0	0	0	0	0	3
9	67	0	0.0570915078	-1.20846733	-70.4256468	-605.657257	2.79418735	535.23161	0	0	0	0	0	0	3
10	73	0	0.0634350086	-1.31086039	-63.5141682	-605.657257	2.79418735	542.143089	0	0	0	0	0	0	3
11	79	0	0.0697785095	-1.2934732	-57.8577414	-605.657257	2.79418735	547.799515	0	0	0	0	0	0	3
12	85	0	0.0761220103	-1.57744804	-53.1677169	-605.657257	2.79418735	552.48954	0	0	0	0	0	0	3
13	91	0	0.0824655112	-1.82433532	-49.218226	-605.657257	2.79418735	556.439031	0	0	0	0	0	0	3
14	97	0	0.0888090121	-2.0197563	-45.8469068	-605.657257	2.79418735	559.81035	0	0	0	0	0	0	3
15	103	0	0.0951525129	-2.16259425	-42.9346193	-605.657257	2.79418735	562.722638	0	0	0	0	0	0	3
16	109	0	0.101496014	-2.2980362	-40.3948328	-605.657257	2.79418735	565.262424	0	0	0	0	0	0	3
17	115	0	0.107839515	-2.43632764	-38.1619796	-605.657257	2.79418735	567.495277	0	0	0	0	0	0	3
18	121	0	0.114183016	-2.53611654	-36.182765	-605.657257	2.79418735	569.474492	0	0	0	0	0	0	3
19	127	0	0.120526516	-2.63318902	-34.4169978	-605.657257	2.79418735	571.240259	0	0	0	0	0	0	3
20	134	0	0.126870017	-2.65344302	-32.8288201	-605.657257	2.79418735	572.828437	0	0	0	0	0	0	3
21	140	0	0.133213518	-2.68590721	-31.3934433	-605.657257	2.79418735	574.263814	0	0	0	0	0	0	3
22	146	0	0.139557019	-2.69035383	-30.0887574	-605.657257	2.79418735	575.568499	0	0	0	0	0	0	3
