Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	17	0	0.00634350086	101386.556	101386.556	101386.556	101386.556	0	0	0	0	9502.37	0	0	3
2	24	0	0.0126870017	101329.678	101358.117	101329.678	101386.556	28.438783	0	0	0	1074.55	0	0	3
3	31	0	0.0190305026	101325.229	101347.154	101325.229	101386.556	39.4015066	0	0	0	707.923	0	0	3
4	38	0	0.0253740034	101325.701	101341.791	101325.229	101386.556	44.7647007	0	0	0	591.748	0	0	3
5	44	0	0.0317175043	101325.496	101338.532	101325.229	101386.556	48.0237832	0	0	0	609.389	0	0	3
6	50	0	0.0380610052	101325.76	101336.403	101325.229	101386.556	50.152465	0	0	0	574.784	0	0	3
7	56	0	0.044404506	101325.76	101334.883	101325.229	101386.556	51.6729005	0	0	0	564.552	0	0	3
8	61	0	0.0507480069	101325.833	101333.752	101325.229	101386.556	52.8041374	0	0	0	560.828	0	0	3
9	67	0	0.0570915078	101325.854	101332.874	101325.229	101386.556	53.681624	0	0	0	561.381	0	0	3
10	73	0	0.0634350086	101325.848	101332.172	101325.229	101386.556	54.3842188	0	0	0	564.036	0	0	3
11	79	0	0.0697785095	101325.844	101331.596	101325.229	101386.556	54.9594495	0	0	0	545.623	0	0	3
12	85	0	0.0761220103	101325.813	101331.114	101325.229	101386.556	55.4413727	0	0	0	543.897	0	0	3
13	91	0	0.0824655112	101325.811	101330.706	101325.229	101386.556	55.8493501	0	0	0	540.637	0	0	3
14	97	0	0.0888090121	101325.77	101330.354	101325.229	101386.556	56.2019411	0	0	0	537.19	0	0	3
15	103	0	0.0951525129	101325.752	101330.047	101325.229	101386.556	56.5087193	0	0	0	536.862	0	0	3
16	109	0	0.101496014	101325.715	101329.776	101325.229	101386.556	56.7794965	0	0	0	529.658	0	0	3
17	115	0	0.107839515	101325.682	101329.535	101325.229	101386.556	57.0203448	0	0	0	527.193	0	0	3
18	121	0	0.114183016	101325.651	101329.32	101325.229	101386.556	57.2361272	0	0	0	522.058	0	0	3
