Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	23	0	0.00582064765	105532.415	105532.415	105532.415	105532.415	0	0	0	0	8364.57	0	0	3
2	32	0	0.0116412953	102378.403	103955.409	102378.403	105532.415	1577.00625	0	0	0	2031.55	0	0	3
3	42	0	0.017461943	102052.609	103321.143	102052.609	105532.415	2211.27287	0	0	0	1582.07	0	0	3
4	51	0	0.0232825906	101896.81	102965.059	101896.81	105532.415	2567.35612	0	0	0	1312.79	0	0	3
5	59	0	0.0291032383	101847.56	102741.56	101847.56	105532.415	2790.85595	0	0	0	1159.5	0	0	3
6	68	0	0.0349238859	101839.598	102591.233	101839.598	105532.415	2941.18294	0	0	0	1065.84	0	0	3
7	76	0	0.0407445336	101815.369	102480.395	101815.369	105532.415	3052.0206	0	0	0	976.406	0	0	3
8	84	0	0.0465651812	101788.142	102393.863	101788.142	105532.415	3138.55223	0	0	0	843.962	0	0	3
9	93	0	0.0523858289	101770.633	102324.615	101770.633	105532.415	3207.80002	0	0	0	740.21	0	0	3
10	101	0	0.0582064765	101772.382	102269.392	101770.633	105532.415	3263.02341	0	0	0	758.928	0	0	3
11	109	0	0.0640271242	101773.405	102224.302	101770.633	105532.415	3308.11314	0	0	0	770.87	0	0	3
12	117	0	0.0698477719	101772.997	102186.694	101770.633	105532.415	3345.72191	0	0	0	759.99	0	0	3
13	125	0	0.0756684195	101772.417	102154.826	101770.633	105532.415	3377.58937	0	0	0	735.153	0	0	3
14	133	0	0.0814890672	101771.059	102127.414	101770.633	105532.415	3405.00133	0	0	0	711.373	0	0	3
15	142	0	0.0873097148	101770.829	102103.642	101770.633	105532.415	3428.77368	0	0	0	701.614	0	0	3
16	150	0	0.0931303625	101769.15	102082.736	101769.15	105532.415	3449.67944	0	0	0	696.023	0	0	3
17	158	0	0.0989510101	101766.873	102064.156	101766.873	105532.415	3468.25964	0	0	0	690.293	0	0	3
18	166	0	0.104771658	101764.507	102047.509	101764.507	105532.415	3484.90678	0	0	0	684.583	0	0	3
19	174	0	0.110592305	101763.338	102032.552	101763.338	105532.415	3499.86313	0	0	0	679.06	0	0	3
20	182	0	0.116412953	101762.036	102019.027	101762.036	105532.415	3513.38894	0	0	0	674.571	0	0	3
21	190	0	0.122233601	101759.751	102006.68	101759.751	105532.415	3525.73537	0	0	0	669.287	0	0	3
22	198	0	0.128054248	101756.489	101995.308	101756.489	105532.415	3537.10771	0	0	0	661.941	0	0	3
23	207	0	0.133874896	101752.15	101984.736	101752.15	105532.415	3547.67978	0	0	0	653.231	0	0	3
24	215	0	0.139695544	101748.048	101974.874	101748.048	105532.415	3557.54178	0	0	0	642.591	0	0	3
25	223	0	0.145516191	101741.72	101965.548	101741.72	105532.415	3566.86793	0	0	0	630.817	0	0	3
26	231	0	0.151336839	101738.591	101956.818	101738.591	105532.415	3575.59704	0	0	0	625.537	0	0	3
27	239	0	0.157157487	101739.497	101948.77	101738.591	105532.415	3583.64598	0	0	0	626.337	0	0	3
28	248	0	0.162978134	101739.438	101941.293	101738.591	105532.415	3591.12209	0	0	0	623.976	0	0	3
29	258	0	0.168798782	101736.667	101934.237	101736.667	105532.415	3598.17816	0	0	0	619.222	0	0	3
30	268	0	0.17461943	101733.343	101927.541	101733.343	105532.415	3604.87462	0	0	0	611.924	0	0	3
31	278	0	0.180440077	101731.058	101921.203	101731.058	105532.415	3611.21276	0	0	0	607.794	0	0	3
32	288	0	0.186260725	101729.119	101915.2	101729.119	105532.415	3617.21539	0	0	0	605.322	0	0	3
33	300	0	0.192081373	101728.156	101909.532	101728.156	105532.415	3622.8834	0	0	0	604.565	0	0	3
34	310	0	0.19790202	101728.219	101904.199	101728.156	105532.415	3628.21612	0	0	0	602.097	0	0	3
35	320	0	0.203722668	101727.433	101899.149	101727.433	105532.415	3633.26658	0	0	0	599.664	0	0	3
36	330	0	0.209543316	101727.35	101894.377	101727.35	105532.415	3638.03877	0	0	0	599.638	0	0	3
37	340	0	0.215363963	101727.422	101889.864	101727.35	105532.415	3642.55107	0	0	0	600.516	0	0	3
38	349	0	0.221184611	101727.215	101885.584	101727.215	105532.415	3646.83131	0	0	0	598.808	0	0	3
39	359	0	0.227005259	101726.77	101881.512	101726.77	105532.415	3650.90348	0	0	0	597.274	0	0	3
40	368	0	0.232825906	101726.262	101877.631	101726.262	105532.415	3654.78473	0	0	0	595.612	0	0	3
41	378	0	0.238646554	101726.133	101873.936	101726.133	105532.415	3658.47979	0	0	0	595.163	0	0	3
42	386	0	0.244467201	101725.613	101870.404	101725.613	105532.415	3662.01129	0	0	0	594.422	0	0	3
43	395	0	0.250287849	101725.367	101867.031	101725.367	105532.415	3665.38425	0	0	0	594.028	0	0	3
44	406	0	0.256108497	101725.551	101863.816	101725.367	105532.415	3668.59972	0	0	0	594.136	0	0	3
45	416	0	0.261929144	101725.371	101860.739	101725.367	105532.415	3671.67626	0	0	0	593.954	0	0	3
46	428	0	0.267749792	101726.017	101857.81	101725.367	105532.415	3674.60501	0	0	0	594.53	0	0	3
47	439	0	0.27357044	101725.432	101854.994	101725.367	105532.415	3677.42156	0	0	0	593.908	0	0	3
