Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	23	0	0.00582064765	-178.760314	-178.760314	-178.760314	-178.760314	0	0	0	0	0	0	0	3
2	32	0	0.0116412953	-11.1076048	-94.9339596	-178.760314	-11.1076048	83.8263547	0	0	0	0	0	0	3
3	42	0	0.017461943	-3.32834484	-64.3987546	-178.760314	-3.32834484	114.36156	0	0	0	0	0	0	3
4	51	0	0.0232825906	-2.83856803	-49.008708	-178.760314	-2.83856803	129.751606	0	0	0	0	0	0	3
5	59	0	0.0291032383	-2.88333314	-39.783633	-178.760314	-2.83856803	138.976681	0	0	0	0	0	0	3
6	68	0	0.0349238859	-2.74069609	-33.6098102	-178.760314	-2.74069609	145.150504	0	0	0	0	0	0	3
7	76	0	0.0407445336	-2.60550502	-29.1806237	-178.760314	-2.60550502	149.579691	0	0	0	0	0	0	3
8	84	0	0.0465651812	-2.30239233	-25.8208448	-178.760314	-2.30239233	152.939469	0	0	0	0	0	0	3
9	93	0	0.0523858289	-2.32892241	-23.2106312	-178.760314	-2.30239233	155.549683	0	0	0	0	0	0	3
10	101	0	0.0582064765	-2.52881598	-21.1424497	-178.760314	-2.30239233	157.617865	0	0	0	0	0	0	3
11	109	0	0.0640271242	-2.46793364	-19.4447664	-178.760314	-2.30239233	159.315548	0	0	0	0	0	0	3
12	117	0	0.0698477719	-2.45445132	-18.0289068	-178.760314	-2.30239233	160.731407	0	0	0	0	0	0	3
13	125	0	0.0756684195	-2.42278893	-16.8284362	-178.760314	-2.30239233	161.931878	0	0	0	0	0	0	3
14	133	0	0.0814890672	-2.37758327	-15.7962324	-178.760314	-2.30239233	162.964082	0	0	0	0	0	0	3
15	142	0	0.0873097148	-2.36119308	-14.9005631	-178.760314	-2.30239233	163.859751	0	0	0	0	0	0	3
16	150	0	0.0931303625	-2.33457225	-14.1151887	-178.760314	-2.30239233	164.645126	0	0	0	0	0	0	3
17	158	0	0.0989510101	-2.32034676	-13.4213745	-178.760314	-2.30239233	165.33894	0	0	0	0	0	0	3
18	166	0	0.104771658	-2.29777302	-12.8033966	-178.760314	-2.29777302	165.956918	0	0	0	0	0	0	3
19	174	0	0.110592305	-2.26633611	-12.2488145	-178.760314	-2.26633611	166.5115	0	0	0	0	0	0	3
20	182	0	0.116412953	-2.24995591	-11.7488716	-178.760314	-2.24995591	167.011443	0	0	0	0	0	0	3
21	190	0	0.122233601	-2.23262133	-11.2957168	-178.760314	-2.23262133	167.464597	0	0	0	0	0	0	3
22	198	0	0.128054248	-2.1792745	-10.881333	-178.760314	-2.1792745	167.878981	0	0	0	0	0	0	3
23	207	0	0.133874896	-2.14552451	-10.5015153	-178.760314	-2.14552451	168.258799	0	0	0	0	0	0	3
24	215	0	0.139695544	-2.17677738	-10.1546512	-178.760314	-2.14552451	168.605663	0	0	0	0	0	0	3
25	223	0	0.145516191	-2.15334829	-9.83459909	-178.760314	-2.14552451	168.925715	0	0	0	0	0	0	3
26	231	0	0.151336839	-2.14178483	-9.53872162	-178.760314	-2.14178483	169.221593	0	0	0	0	0	0	3
27	239	0	0.157157487	-2.1680765	-9.26573476	-178.760314	-2.14178483	169.49458	0	0	0	0	0	0	3
28	248	0	0.162978134	-2.14246002	-9.01133209	-178.760314	-2.14178483	169.748982	0	0	0	0	0	0	3
29	258	0	0.168798782	-2.13181791	-8.77410747	-178.760314	-2.13181791	169.986207	0	0	0	0	0	0	3
30	268	0	0.17461943	-2.14336252	-8.55308263	-178.760314	-2.13181791	170.207232	0	0	0	0	0	0	3
31	278	0	0.180440077	-2.14502287	-8.34637103	-178.760314	-2.13181791	170.413943	0	0	0	0	0	0	3
32	288	0	0.186260725	-2.15304824	-8.15282969	-178.760314	-2.13181791	170.607485	0	0	0	0	0	0	3
33	300	0	0.192081373	-2.18593984	-7.97201485	-178.760314	-2.13181791	170.788299	0	0	0	0	0	0	3
34	310	0	0.19790202	-2.21947766	-7.80282258	-178.760314	-2.13181791	170.957492	0	0	0	0	0	0	3
35	320	0	0.203722668	-2.22639922	-7.6434962	-178.760314	-2.13181791	171.116818	0	0	0	0	0	0	3
36	330	0	0.209543316	-2.24736087	-7.49360355	-178.760314	-2.13181791	171.266711	0	0	0	0	0	0	3
37	340	0	0.215363963	-2.28708448	-7.35288682	-178.760314	-2.13181791	171.407427	0	0	0	0	0	0	3
38	349	0	0.221184611	-2.32197703	-7.22049445	-178.760314	-2.13181791	171.53982	0	0	0	0	0	0	3
39	359	0	0.227005259	-2.35755319	-7.09580365	-178.760314	-2.13181791	171.664511	0	0	0	0	0	0	3
40	368	0	0.232825906	-2.37320114	-6.97773859	-178.760314	-2.13181791	171.782576	0	0	0	0	0	0	3
41	378	0	0.238646554	-2.39896807	-6.86606126	-178.760314	-2.13181791	171.894253	0	0	0	0	0	0	3
42	386	0	0.244467201	-2.44422479	-6.76077944	-178.760314	-2.13181791	171.999535	0	0	0	0	0	0	3
43	395	0	0.250287849	-2.49582505	-6.66159445	-178.760314	-2.13181791	172.09872	0	0	0	0	0	0	3
44	406	0	0.256108497	-2.5494953	-6.56813765	-178.760314	-2.13181791	172.192177	0	0	0	0	0	0	3
45	416	0	0.261929144	-2.59940998	-6.47994371	-178.760314	-2.13181791	172.280371	0	0	0	0	0	0	3
46	428	0	0.267749792	-2.63923497	-6.39645004	-178.760314	-2.13181791	172.363864	0	0	0	0	0	0	3
47	439	0	0.27357044	-2.65813817	-6.31691149	-178.760314	-2.13181791	172.443403	0	0	0	0	0	0	3
