Iteration	CPUTime	PhysTime	Travels
202	996	0	1.20489272
203	1000	0	1.21085754
204	1005	0	1.21682236
205	1009	0	1.22278717
206	1013	0	1.22875199
207	1018	0	1.2347168
208	1022	0	1.24068162
209	1027	0	1.24664643
210	1031	0	1.25261125
211	1036	0	1.25857606
212	1040	0	1.26454088
213	1044	0	1.27050569
214	1049	0	1.27647051
215	1053	0	1.28243533
216	1058	0	1.28840014
217	1062	0	1.29436496
218	1067	0	1.30032977
219	1071	0	1.30629459
220	1075	0	1.3122594
221	1080	0	1.31822422
222	1084	0	1.32418903
223	1088	0	1.33015385
224	1093	0	1.33611866
225	1097	0	1.34208348
226	1102	0	1.3480483
227	1106	0	1.35401311
228	1110	0	1.35997793
229	1115	0	1.36594274
230	1119	0	1.37190756
231	1124	0	1.37787237
232	1128	0	1.38383719
233	1133	0	1.389802
234	1137	0	1.39576682
235	1142	0	1.40173163
236	1146	0	1.40769645
237	1151	0	1.41366127
238	1156	0	1.41962608
239	1160	0	1.4255909
240	1165	0	1.43155571
241	1170	0	1.43752053
242	1174	0	1.44348534
243	1179	0	1.44945016
244	1184	0	1.45541497
245	1189	0	1.46137979
246	1193	0	1.4673446
247	1198	0	1.47330942
248	1203	0	1.47927424
249	1207	0	1.48523905
250	1212	0	1.49120387
251	1217	0	1.49716868
252	1222	0	1.5031335
253	1226	0	1.50909831
254	1231	0	1.51506313
255	1236	0	1.52102794
256	1240	0	1.52699276
257	1245	0	1.53295757
258	1250	0	1.53892239
259	1255	0	1.54488721
260	1259	0	1.55085202
261	1264	0	1.55681684
262	1269	0	1.56278165
263	1274	0	1.56874647
264	1278	0	1.57471128
265	1283	0	1.5806761
266	1288	0	1.58664091
267	1292	0	1.59260573
268	1297	0	1.59857054
269	1302	0	1.60453536
270	1306	0	1.61050018
271	1311	0	1.61646499
272	1316	0	1.62242981
273	1321	0	1.62839462
274	1326	0	1.63435944
275	1330	0	1.64032425
276	1335	0	1.64628907
277	1340	0	1.65225388
278	1345	0	1.6582187
279	1349	0	1.66418352
280	1354	0	1.67014833
281	1359	0	1.67611315
282	1364	0	1.68207796
283	1368	0	1.68804278
284	1373	0	1.69400759
285	1378	0	1.69997241
286	1382	0	1.70593722
287	1387	0	1.71190204
288	1392	0	1.71786685
289	1397	0	1.72383167
290	1402	0	1.72979649
291	1406	0	1.7357613
292	1411	0	1.74172612
293	1416	0	1.74769093
294	1421	0	1.75365575
295	1425	0	1.75962056
296	1430	0	1.76558538
297	1435	0	1.77155019
298	1439	0	1.77751501
299	1444	0	1.78347982
300	1449	0	1.78944464
301	1456	0	1.79540946
302	1461	0	1.80137427
303	1466	0	1.80733909
304	1470	0	1.8133039
305	1476	0	1.81926872
306	1481	0	1.82523353
307	1486	0	1.83119835
308	1491	0	1.83716316
309	1496	0	1.84312798
310	1501	0	1.84909279
311	1506	0	1.85505761
312	1510	0	1.86102243
313	1515	0	1.86698724
314	1520	0	1.87295206
315	1525	0	1.87891687
316	1530	0	1.88488169
317	1535	0	1.8908465
318	1539	0	1.89681132
319	1544	0	1.90277613
320	1549	0	1.90874095
321	1554	0	1.91470576
322	1559	0	1.92067058
323	1564	0	1.9266354
324	1568	0	1.93260021
325	1573	0	1.93856503
326	1578	0	1.94452984
327	1583	0	1.95049466
328	1588	0	1.95645947
329	1592	0	1.96242429
330	1597	0	1.9683891
331	1602	0	1.97435392
332	1607	0	1.98031873
333	1612	0	1.98628355
334	1616	0	1.99224837
335	1621	0	1.99821318
336	1626	0	2.004178
337	1631	0	2.01014281
338	1636	0	2.01610763
339	1640	0	2.02207244
340	1645	0	2.02803726
341	1650	0	2.03400207
342	1655	0	2.03996689
343	1660	0	2.0459317
344	1665	0	2.05189652
345	1670	0	2.05786134
346	1675	0	2.06382615
347	1680	0	2.06979097
348	1685	0	2.07575578
349	1690	0	2.0817206
350	1694	0	2.08768541
351	1699	0	2.09365023
352	1704	0	2.09961504
353	1709	0	2.10557986
354	1715	0	2.11154468
355	1720	0	2.11750949
356	1724	0	2.12347431
357	1729	0	2.12943912
358	1734	0	2.13540394
359	1739	0	2.14136875
360	1744	0	2.14733357
361	1749	0	2.15329838
362	1754	0	2.1592632
363	1758	0	2.16522801
364	1763	0	2.17119283
365	1768	0	2.17715765
366	1773	0	2.18312246
367	1778	0	2.18908728
368	1783	0	2.19505209
369	1788	0	2.20101691
370	1792	0	2.20698172
371	1797	0	2.21294654
372	1802	0	2.21891135
373	1807	0	2.22487617
374	1812	0	2.23084098
375	1817	0	2.2368058
376	1822	0	2.24277062
377	1827	0	2.24873543
378	1831	0	2.25470025
379	1836	0	2.26066506
380	1841	0	2.26662988
381	1846	0	2.27259469
382	1851	0	2.27855951
383	1856	0	2.28452432
384	1860	0	2.29048914
385	1865	0	2.29645395
386	1870	0	2.30241877
387	1875	0	2.30838359
388	1880	0	2.3143484
389	1885	0	2.32031322
390	1890	0	2.32627803
391	1895	0	2.33224285
392	1900	0	2.33820766
393	1905	0	2.34417248
394	1910	0	2.35013729
395	1915	0	2.35610211
396	1920	0	2.36206692
397	1925	0	2.36803174
398	1929	0	2.37399656
399	1934	0	2.37996137
400	1940	0	2.38592619
401	1948	0	2.391891
402	1953	0	2.39785582
403	1958	0	2.40382063
404	1963	0	2.40978545
405	1968	0	2.41575026
406	1973	0	2.42171508
407	1979	0	2.42767989
408	1984	0	2.43364471
409	1989	0	2.43960953
410	1994	0	2.44557434
411	1999	0	2.45153916
412	2004	0	2.45750397
413	2009	0	2.46346879
414	2014	0	2.4694336
415	2019	0	2.47539842
416	2024	0	2.48136323
417	2029	0	2.48732805
418	2034	0	2.49329286
419	2039	0	2.49925768
420	2044	0	2.5052225
421	2049	0	2.51118731
422	2054	0	2.51715213
423	2060	0	2.52311694
424	2065	0	2.52908176
425	2070	0	2.53504657
426	2075	0	2.54101139
427	2081	0	2.5469762
428	2086	0	2.55294102
429	2091	0	2.55890584
430	2096	0	2.56487065
431	2101	0	2.57083547
432	2106	0	2.57680028
