Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	12	0	0.00596481547	293.199832	293.199832	293.199832	293.199832	0	0	0	0	0.359655	0	0	3
2	18	0	0.0119296309	293.199806	293.199819	293.199806	293.199832	1.28519891e-05	0	0	0	0.357348	0	0	3
3	22	0	0.0178944464	293.199804	293.199814	293.199804	293.199832	1.78635923e-05	0	0	0	0.355742	0	0	3
4	26	0	0.0238592619	293.1998	293.19981	293.1998	293.199832	2.1220828e-05	0	0	0	0.349909	0	0	3
5	34	0	0.0298240773	293.199796	293.199808	293.199796	293.199832	2.40413725e-05	0	0	0	0.345533	0	0	3
6	39	0	0.0357888928	293.199789	293.199804	293.199789	293.199832	2.71870992e-05	0	0	0	0.33956	0	0	3
7	43	0	0.0417537083	293.199779	293.199801	293.199779	293.199832	3.08174277e-05	0	0	0	0.389752	0	0	3
8	48	0	0.0477185237	293.199769	293.199797	293.199769	293.199832	3.48154794e-05	0	0	0	0.410916	0	0	3
9	52	0	0.0536833392	293.199758	293.199792	293.199758	293.199832	3.90632466e-05	0	0	0	0.391151	0	0	3
10	56	0	0.0596481547	293.199748	293.199788	293.199748	293.199832	4.34691874e-05	0	0	0	0.371662	0	0	3
11	60	0	0.0656129701	293.199736	293.199783	293.199736	293.199832	4.81632481e-05	0	0	0	0.338183	0	0	3
12	64	0	0.0715777856	293.199725	293.199778	293.199725	293.199832	5.30635078e-05	0	0	0	0.338758	0	0	3
13	69	0	0.0775426011	293.199713	293.199773	293.199713	293.199832	5.80815891e-05	0	0	0	0.339393	0	0	3
14	73	0	0.0835074165	293.199703	293.199768	293.199703	293.199832	6.3130477e-05	0	0	0	0.340055	0	0	3
15	78	0	0.089472232	293.199693	293.199763	293.199693	293.199832	6.81507381e-05	0	0	0	0.343226	0	0	3
16	82	0	0.0954370475	293.199679	293.199758	293.199679	293.199832	7.34096427e-05	0	0	0	0.347733	0	0	3
17	87	0	0.101401863	293.199667	293.199753	293.199667	293.199832	7.87879857e-05	0	0	0	0.350842	0	0	3
18	91	0	0.107366678	293.199655	293.199747	293.199655	293.199832	8.42159338e-05	0	0	0	0.353969	0	0	3
19	96	0	0.113331494	293.199644	293.199742	293.199644	293.199832	8.96602987e-05	0	0	0	0.355627	0	0	3
20	100	0	0.119296309	293.199633	293.199736	293.199633	293.199832	9.51027928e-05	0	0	0	0.357477	0	0	3
21	104	0	0.125261125	293.199617	293.199731	293.199617	293.199832	0.000100780762	0	0	0	0.359448	0	0	3
22	109	0	0.13122594	293.199602	293.199725	293.199602	293.199832	0.000106639646	0	0	0	0.363109	0	0	3
23	113	0	0.137190756	293.199586	293.199719	293.199586	293.199832	0.00011266004	0	0	0	0.3649	0	0	3
24	117	0	0.143155571	293.199571	293.199713	293.199571	293.199832	0.000118832697	0	0	0	0.366839	0	0	3
25	121	0	0.149120387	293.199555	293.199706	293.199555	293.199832	0.000125147759	0	0	0	0.367796	0	0	3
26	126	0	0.155085202	293.199531	293.1997	293.199531	293.199832	0.000131904516	0	0	0	0.37007	0	0	3
27	130	0	0.161050018	293.199507	293.199693	293.199507	293.199832	0.000139041067	0	0	0	0.370064	0	0	3
28	135	0	0.167014833	293.199484	293.199685	293.199484	293.199832	0.000146505106	0	0	0	0.37095	0	0	3
29	139	0	0.172979649	293.199459	293.199677	293.199459	293.199832	0.000154283106	0	0	0	0.37018	0	0	3
30	143	0	0.178944464	293.199435	293.199669	293.199435	293.199832	0.000162371224	0	0	0	0.37061	0	0	3
31	148	0	0.184909279	293.199398	293.19966	293.199398	293.199832	0.000171123213	0	0	0	0.369353	0	0	3
32	152	0	0.190874095	293.199362	293.199651	293.199362	293.199832	0.000180444454	0	0	0	0.370012	0	0	3
33	156	0	0.19683891	293.199328	293.199641	293.199328	293.199832	0.000190232744	0	0	0	0.36838	0	0	3
34	160	0	0.202803726	293.199298	293.199631	293.199298	293.199832	0.000200340429	0	0	0	0.36904	0	0	3
35	164	0	0.208768541	293.199272	293.199621	293.199272	293.199832	0.000210616404	0	0	0	0.367383	0	0	3
36	169	0	0.214733357	293.199244	293.19961	293.199244	293.199832	0.000221073458	0	0	0	0.368199	0	0	3
37	173	0	0.220698172	293.19923	293.1996	293.19923	293.199832	0.000231357979	0	0	0	0.365736	0	0	3
38	178	0	0.226662988	293.199224	293.19959	293.199224	293.199832	0.000241255357	0	0	0	0.366472	0	0	3
39	182	0	0.232627803	293.199225	293.199581	293.199224	293.199832	0.000250617235	0	0	0	0.363762	0	0	3
40	186	0	0.238592619	293.199228	293.199572	293.199224	293.199832	0.000259431334	0	0	0	0.364876	0	0	3
41	191	0	0.244557434	293.199235	293.199564	293.199224	293.199832	0.000267657543	0	0	0	0.362505	0	0	3
42	195	0	0.25052225	293.19924	293.199556	293.199224	293.199832	0.000275359125	0	0	0	0.364483	0	0	3
43	200	0	0.256487065	293.199244	293.199549	293.199224	293.199832	0.000282611416	0	0	0	0.362519	0	0	3
44	205	0	0.262451881	293.199247	293.199542	293.199224	293.199832	0.000289475474	0	0	0	0.364748	0	0	3
45	209	0	0.268416696	293.199248	293.199536	293.199224	293.199832	0.000296004726	0	0	0	0.362671	0	0	3
46	213	0	0.274381511	293.19925	293.199529	293.199224	293.199832	0.000302205565	0	0	0	0.364544	0	0	3
47	218	0	0.280346327	293.199252	293.199523	293.199224	293.199832	0.000308116949	0	0	0	0.362155	0	0	3
48	222	0	0.286311142	293.199253	293.199518	293.199224	293.199832	0.000313748456	0	0	0	0.363769	0	0	3
49	227	0	0.292275958	293.199255	293.199512	293.199224	293.199832	0.000319118677	0	0	0	0.361122	0	0	3
50	293	0	0.298240773	293.199257	293.199507	293.199224	293.199832	0.000324220133	0	0	0	0.362383	0	0	3
51	298	0	0.304205589	293.199261	293.199502	293.199224	293.199832	0.000329047945	0	0	0	0.35979	0	0	3
52	307	0	0.310170404	293.199265	293.199498	293.199224	293.199832	0.000333622799	0	0	0	0.361523	0	0	3
53	312	0	0.31613522	293.199267	293.199494	293.199224	293.199832	0.000337984516	0	0	0	0.359209	0	0	3
54	317	0	0.322100035	293.199268	293.199489	293.199224	293.199832	0.000342154178	0	0	0	0.360867	0	0	3
55	321	0	0.328064851	293.199269	293.199485	293.199224	293.199832	0.000346162997	0	0	0	0.358551	0	0	3
56	326	0	0.334029666	293.19927	293.199482	293.199224	293.199832	0.000350014694	0	0	0	0.360349	0	0	3
57	331	0	0.339994482	293.19927	293.199478	293.199224	293.199832	0.000353731597	0	0	0	0.358366	0	0	3
58	335	0	0.345959297	293.199269	293.199474	293.199224	293.199832	0.000357331014	0	0	0	0.376178	0	0	3
59	340	0	0.351924113	293.19927	293.199471	293.199224	293.199832	0.000360792148	0	0	0	0.358728	0	0	3
60	344	0	0.357888928	293.19927	293.199467	293.199224	293.199832	0.000364144089	0	0	0	0.382607	0	0	3
61	349	0	0.363853743	293.199267	293.199464	293.199224	293.199832	0.000367422033	0	0	0	0.358875	0	0	3
62	353	0	0.369818559	293.199266	293.199461	293.199224	293.199832	0.00037062444	0	0	0	0.386864	0	0	3
63	358	0	0.375783374	293.199265	293.199458	293.199224	293.199832	0.000373733833	0	0	0	0.35862	0	0	3
64	362	0	0.38174819	293.199265	293.199455	293.199224	293.199832	0.000376739754	0	0	0	0.454569	0	0	3
65	366	0	0.387713005	293.199266	293.199452	293.199224	293.199832	0.000379647009	0	0	0	0.357983	0	0	3
66	370	0	0.393677821	293.199266	293.199449	293.199224	293.199832	0.000382466872	0	0	0	0.436032	0	0	3
67	374	0	0.399642636	293.199267	293.199446	293.199224	293.199832	0.000385189683	0	0	0	0.357771	0	0	3
68	378	0	0.405607452	293.199268	293.199444	293.199224	293.199832	0.000387812449	0	0	0	0.369891	0	0	3
69	383	0	0.411572267	293.199268	293.199441	293.199224	293.199832	0.000390361561	0	0	0	0.357675	0	0	3
70	387	0	0.417537083	293.199267	293.199439	293.199224	293.199832	0.000392845236	0	0	0	0.360066	0	0	3
71	392	0	0.423501898	293.199267	293.199436	293.199224	293.199832	0.000395270346	0	0	0	0.358673	0	0	3
72	396	0	0.429466714	293.199263	293.199434	293.199224	293.199832	0.000397670987	0	0	0	0.361396	0	0	3
73	400	0	0.435431529	293.199262	293.199432	293.199224	293.199832	0.000400019293	0	0	0	0.359975	0	0	3
