Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	12	0	0.00596481547	101330.628	101330.628	101330.628	101330.628	0	0	0	0	12021	0	0	3
2	18	0	0.0119296309	101324.986	101327.807	101324.986	101330.628	2.82097841	0	0	0	11640.4	0	0	3
3	22	0	0.0178944464	101325.005	101326.873	101324.986	101330.628	3.75506639	0	0	0	4128.42	0	0	3
4	26	0	0.0238592619	101325.042	101326.415	101324.986	101330.628	4.2127941	0	0	0	3089.11	0	0	3
5	34	0	0.0298240773	101325.05	101326.142	101324.986	101330.628	4.48595226	0	0	0	2967.51	0	0	3
6	39	0	0.0357888928	101325.087	101325.966	101324.986	101330.628	4.66187322	0	0	0	2687.41	0	0	3
7	43	0	0.0417537083	101325.119	101325.845	101324.986	101330.628	4.78287172	0	0	0	2643.15	0	0	3
8	48	0	0.0477185237	101325.128	101325.756	101324.986	101330.628	4.8725603	0	0	0	2514.22	0	0	3
9	52	0	0.0536833392	101325.133	101325.687	101324.986	101330.628	4.94176487	0	0	0	2448.15	0	0	3
10	56	0	0.0596481547	101325.127	101325.631	101324.986	101330.628	4.99772472	0	0	0	2268.62	0	0	3
11	60	0	0.0656129701	101325.126	101325.585	101324.986	101330.628	5.04355915	0	0	0	2048.21	0	0	3
12	64	0	0.0715777856	101325.112	101325.545	101324.986	101330.628	5.08294112	0	0	0	1806.9	0	0	3
13	69	0	0.0775426011	101325.098	101325.511	101324.986	101330.628	5.11731681	0	0	0	1611.5	0	0	3
14	73	0	0.0835074165	101325.085	101325.481	101324.986	101330.628	5.14772873	0	0	0	1393	0	0	3
15	78	0	0.089472232	101325.074	101325.453	101324.986	101330.628	5.1748329	0	0	0	1242.2	0	0	3
16	82	0	0.0954370475	101325.058	101325.429	101324.986	101330.628	5.19952716	0	0	0	1153.36	0	0	3
17	87	0	0.101401863	101325.043	101325.406	101324.986	101330.628	5.22219717	0	0	0	1121.91	0	0	3
18	91	0	0.107366678	101325.035	101325.385	101324.986	101330.628	5.24279337	0	0	0	1098.91	0	0	3
19	96	0	0.113331494	101325.028	101325.367	101324.986	101330.628	5.26162309	0	0	0	1076.09	0	0	3
20	100	0	0.119296309	101325.024	101325.35	101324.986	101330.628	5.27877685	0	0	0	1053.1	0	0	3
21	104	0	0.125261125	101325.021	101325.334	101324.986	101330.628	5.29441412	0	0	0	1046.13	0	0	3
22	109	0	0.13122594	101325.017	101325.319	101324.986	101330.628	5.30880802	0	0	0	1035.01	0	0	3
23	113	0	0.137190756	101325.014	101325.306	101324.986	101330.628	5.32210886	0	0	0	1023.02	0	0	3
24	117	0	0.143155571	101325.008	101325.294	101324.986	101330.628	5.33451913	0	0	0	1014.26	0	0	3
25	121	0	0.149120387	101325.004	101325.282	101324.986	101330.628	5.34609988	0	0	0	1005.98	0	0	3
26	126	0	0.155085202	101325	101325.271	101324.986	101330.628	5.35693942	0	0	0	1000.51	0	0	3
27	130	0	0.161050018	101324.992	101325.261	101324.986	101330.628	5.36728043	0	0	0	997.973	0	0	3
28	135	0	0.167014833	101324.989	101325.251	101324.986	101330.628	5.37699307	0	0	0	991.229	0	0	3
