201	297	0	1.86876958	25.46233	0.47152463	0	25.46233	0.47152463	0	0	0	0	0	0	3
202	298	0	1.87806694	25.5288316	0.944280771	0	25.5288316	0.944280771	0	0	0	0	0	0	3
203	300	0	1.8873643	25.5595368	1.41760553	0	25.5595368	1.41760553	0	0	0	0	0	0	3
204	301	0	1.89666166	25.6693412	1.8929637	0	25.6693412	1.8929637	0	0	0	0	0	0	3
205	303	0	1.90595902	25.724965	2.36935194	0	25.724965	2.36935194	0	0	0	0	0	0	3
206	304	0	1.91525638	25.7356028	2.84593717	0	25.7356028	2.84593717	0	0	0	0	0	0	3
207	306	0	1.92455374	25.7217781	3.3222664	0	25.7356028	3.3222664	0	0	0	0	0	0	3
208	307	0	1.9338511	25.6995375	3.79818376	0	25.7356028	3.79818376	0	0	0	0	0	0	3
209	309	0	1.94314846	25.6174853	4.27258163	0	25.7356028	4.27258163	0	0	0	0	0	0	3
210	310	0	1.95244582	25.5437124	4.74561334	0	25.7356028	4.74561334	0	0	0	0	0	0	3
211	312	0	1.96174319	25.548136	5.21872697	0	25.7356028	5.21872697	0	0	0	0	0	0	3
212	313	0	1.97104055	25.4914966	5.69079173	0	25.7356028	5.69079173	0	0	0	0	0	0	3
213	315	0	1.98033791	25.5505639	6.16395032	0	25.7356028	6.16395032	0	0	0	0	0	0	3
214	316	0	1.98963527	25.5357218	6.63683405	0	25.7356028	6.63683405	0	0	0	0	0	0	3
215	318	0	1.99893263	25.5356085	7.10971569	0	25.7356028	7.10971569	0	0	0	0	0	0	3
216	319	0	2.00822999	25.4905264	7.58176248	0	25.7356028	7.58176248	0	0	0	0	0	0	3
217	321	0	2.01752735	25.5712288	8.05530375	0	25.7356028	8.05530375	0	0	0	0	0	0	3
218	323	0	2.02682471	25.5475732	8.52840696	0	25.7356028	8.52840696	0	0	0	0	0	0	3
219	324	0	2.03612207	25.6097354	9.00266132	0	25.7356028	9.00266132	0	0	0	0	0	0	3
220	326	0	2.04541944	25.5955573	9.47665312	0	25.7356028	9.47665312	0	0	0	0	0	0	3
221	327	0	2.0547168	25.7601463	9.95369287	0	25.7601463	9.95369287	0	0	0	0	0	0	3
222	329	0	2.06401416	25.6606637	10.4288903	0	25.7601463	10.4288903	0	0	0	0	0	0	3
223	331	0	2.07331152	25.6326037	10.9035682	0	25.7601463	10.9035682	0	0	0	0	0	0	3
224	332	0	2.08260888	25.5372596	11.3764804	0	25.7601463	11.3764804	0	0	0	0	0	0	3
225	334	0	2.09190624	25.5280389	11.8492219	0	25.7601463	11.8492219	0	0	0	0	0	0	3
226	336	0	2.1012036	25.4783899	12.3210439	0	25.7601463	12.3210439	0	0	0	0	0	0	3
227	337	0	2.11050096	25.4255355	12.7918872	0	25.7601463	12.7918872	0	0	0	0	0	0	3
228	339	0	2.11979832	25.4374022	13.2629502	0	25.7601463	13.2629502	0	0	0	0	0	0	3
229	340	0	2.12909569	25.463798	13.734502	0	25.7601463	13.734502	0	0	0	0	0	0	3
230	342	0	2.13839305	25.5208071	14.2071095	0	25.7601463	14.2071095	0	0	0	0	0	0	3
231	343	0	2.14769041	25.5160528	14.679629	0	25.7601463	14.679629	0	0	0	0	0	0	3
232	345	0	2.15698777	25.5724012	15.153192	0	25.7601463	15.153192	0	0	0	0	0	0	3
233	346	0	2.16628513	25.5477813	15.6262991	0	25.7601463	15.6262991	0	0	0	0	0	0	3
234	348	0	2.17558249	25.4863908	16.0982693	0	25.7601463	16.0982693	0	0	0	0	0	0	3
235	349	0	2.18487985	25.4244287	16.569092	0	25.7601463	16.569092	0	0	0	0	0	0	3
236	351	0	2.19417721	25.3661876	17.0388362	0	25.7601463	17.0388362	0	0	0	0	0	0	3
237	352	0	2.20347457	25.2532308	17.5064886	0	25.7601463	17.5064886	0	0	0	0	0	0	3
238	354	0	2.21277193	25.1566474	17.9723525	0	25.7601463	17.9723525	0	0	0	0	0	0	3
239	355	0	2.2220693	25.1891514	18.4388182	0	25.7601463	18.4388182	0	0	0	0	0	0	3
