201	297	0	1.86876958	-30.3451977	-0.561948105	-30.3451977	0	0.561948105	0	0	0	0	0	0	3
202	298	0	1.87806694	-30.3094514	-1.12323424	-30.3451977	0	1.12323424	0	0	0	0	0	0	3
203	300	0	1.8873643	-30.3446139	-1.68517154	-30.3451977	0	1.68517154	0	0	0	0	0	0	3
204	301	0	1.89666166	-30.3348491	-2.246928	-30.3451977	0	2.246928	0	0	0	0	0	0	3
205	303	0	1.90595902	-30.3464451	-2.80889921	-30.3464451	0	2.80889921	0	0	0	0	0	0	3
206	304	0	1.91525638	-30.3443011	-3.37083071	-30.3464451	0	3.37083071	0	0	0	0	0	0	3
207	306	0	1.92455374	-30.3879639	-3.93357078	-30.3879639	0	3.93357078	0	0	0	0	0	0	3
208	307	0	1.9338511	-30.3921739	-4.49638882	-30.3921739	0	4.49638882	0	0	0	0	0	0	3
209	309	0	1.94314846	-30.3906667	-5.05917894	-30.3921739	0	5.05917894	0	0	0	0	0	0	3
210	310	0	1.95244582	-30.3794374	-5.62176111	-30.3921739	0	5.62176111	0	0	0	0	0	0	3
211	312	0	1.96174319	-30.3932542	-6.18459915	-30.3932542	0	6.18459915	0	0	0	0	0	0	3
212	313	0	1.97104055	-30.3667305	-6.74694602	-30.3932542	0	6.74694602	0	0	0	0	0	0	3
213	315	0	1.98033791	-30.3710985	-7.30937377	-30.3932542	0	7.30937377	0	0	0	0	0	0	3
214	316	0	1.98963527	-30.3631257	-7.87165387	-30.3932542	0	7.87165387	0	0	0	0	0	0	3
215	318	0	1.99893263	-30.3457663	-8.43361251	-30.3932542	0	8.43361251	0	0	0	0	0	0	3
216	319	0	2.00822999	-30.3243637	-8.9951748	-30.3932542	0	8.9951748	0	0	0	0	0	0	3
217	321	0	2.01752735	-30.3162652	-9.55658712	-30.3932542	0	9.55658712	0	0	0	0	0	0	3
218	323	0	2.02682471	-30.3253671	-10.118168	-30.3932542	0	10.118168	0	0	0	0	0	0	3
219	324	0	2.03612207	-30.3242113	-10.6797275	-30.3932542	0	10.6797275	0	0	0	0	0	0	3
220	326	0	2.04541944	-30.3368431	-11.2415208	-30.3932542	0	11.2415208	0	0	0	0	0	0	3
221	327	0	2.0547168	-30.3832804	-11.8041742	-30.3932542	0	11.8041742	0	0	0	0	0	0	3
222	329	0	2.06401416	-30.3618791	-12.3664312	-30.3932542	0	12.3664312	0	0	0	0	0	0	3
223	331	0	2.07331152	-30.356148	-12.9285821	-30.3932542	0	12.9285821	0	0	0	0	0	0	3
224	332	0	2.08260888	-30.412206	-13.4917711	-30.412206	0	13.4917711	0	0	0	0	0	0	3
225	334	0	2.09190624	-30.376852	-14.0543054	-30.412206	0	14.0543054	0	0	0	0	0	0	3
226	336	0	2.1012036	-30.3592701	-14.6165141	-30.412206	0	14.6165141	0	0	0	0	0	0	3
227	337	0	2.11050096	-30.3303104	-15.1781865	-30.412206	0	15.1781865	0	0	0	0	0	0	3
228	339	0	2.11979832	-30.3372244	-15.739987	-30.412206	0	15.739987	0	0	0	0	0	0	3
229	340	0	2.12909569	-30.3162098	-16.3013983	-30.412206	0	16.3013983	0	0	0	0	0	0	3
230	342	0	2.13839305	-30.3086254	-16.8626691	-30.412206	0	16.8626691	0	0	0	0	0	0	3
231	343	0	2.14769041	-30.3268125	-17.4242767	-30.412206	0	17.4242767	0	0	0	0	0	0	3
232	345	0	2.15698777	-30.3255098	-17.9858603	-30.412206	0	17.9858603	0	0	0	0	0	0	3
233	346	0	2.16628513	-30.3787495	-18.5484297	-30.412206	0	18.5484297	0	0	0	0	0	0	3
234	348	0	2.17558249	-30.3469489	-19.1104102	-30.412206	0	19.1104102	0	0	0	0	0	0	3
235	349	0	2.18487985	-30.3706075	-19.6728289	-30.412206	0	19.6728289	0	0	0	0	0	0	3
236	351	0	2.19417721	-30.3420887	-20.2347194	-30.412206	0	20.2347194	0	0	0	0	0	0	3
237	352	0	2.20347457	-30.3420734	-20.7966097	-30.412206	0	20.7966097	0	0	0	0	0	0	3
238	354	0	2.21277193	-30.3404193	-21.3584693	-30.412206	0	21.3584693	0	0	0	0	0	0	3
239	355	0	2.2220693	-30.3424139	-21.9203658	-30.412206	0	21.9203658	0	0	0	0	0	0	3
240	357	0	2.23136666	-30.3443036	-22.4822974	-30.412206	0	22.4822974	0	0	0	0	0	0	3
241	359	0	2.24066402	-30.3032296	-23.0434683	-30.412206	0	23.0434683	0	0	0	0	0	0	3
242	360	0	2.24996138	-30.3246625	-23.6050361	-30.412206	0	23.6050361	0	0	0	0	0	0	3
243	362	0	2.25925874	-30.3006629	-24.1661595	-30.412206	0	24.1661595	0	0	0	0	0	0	3
244	363	0	2.2685561	-30.3509206	-24.7282136	-30.412206	0	24.7282136	0	0	0	0	0	0	3
245	365	0	2.27785346	-30.3134261	-25.2895733	-30.412206	0	25.2895733	0	0	0	0	0	0	3
246	367	0	2.28715082	-30.3347102	-25.8513272	-30.412206	0	25.8513272	0	0	0	0	0	0	3
247	368	0	2.29644818	-30.2927176	-26.4123035	-30.412206	0	26.4123035	0	0	0	0	0	0	3
248	370	0	2.30574555	-30.3203421	-26.9737913	-30.412206	0	26.9737913	0	0	0	0	0	0	3
249	371	0	2.31504291	-30.2801226	-27.5345343	-30.412206	0	27.5345343	0	0	0	0	0	0	3
250	373	0	2.32434027	-30.328686	-28.0961766	-30.412206	0	28.0961766	0	0	0	0	0	0	3
251	374	0	2.33363763	-30.3300756	-28.6578447	-30.412206	0	28.6578447	0	0	0	0	0	0	3
252	376	0	2.34293499	-30.3411083	-29.2197171	-30.412206	0	29.2197171	0	0	0	0	0	0	3
253	378	0	2.35223235	-30.3393006	-29.781556	-30.412206	0	29.781556	0	0	0	0	0	0	3
254	379	0	2.36152971	-30.3867557	-30.3442737	-30.412206	-30.2801226	0.132083425	0	0	0	0	0	0	3
255	381	0	2.37082707	-30.3633516	-30.3446099	-30.412206	-30.2801226	0.132083425	0	0	0	0	0	0	3
256	382	0	2.38012443	-30.4197576	-30.3466526	-30.4197576	-30.2801226	0.139635017	0	0	0	0	0	0	3
257	384	0	2.3894218	-30.3761543	-30.3472367	-30.4197576	-30.2801226	0.139635017	0	0	0	0	0	0	3
258	386	0	2.39871916	-30.3958536	-30.3483664	-30.4197576	-30.2801226	0.139635017	0	0	0	0	0	0	3
259	387	0	2.40801652	-30.3865874	-30.3491097	-30.4197576	-30.2801226	0.139635017	0	0	0	0	0	0	3
260	389	0	2.41731388	-30.3959512	-30.3500662	-30.4197576	-30.2801226	0.139635017	0	0	0	0	0	0	3
261	390	0	2.42661124	-30.3886736	-30.3500794	-30.4197576	-30.2801226	0.139635017	0	0	0	0	0	0	3
262	392	0	2.4359086	-30.3853292	-30.3499526	-30.4197576	-30.2801226	0.139635017	0	0	0	0	0	0	3
